"https://affiliate.shopee.co.th/offer/product_offer/21059032146?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","89%","ลด","https://down-tx-th.img.susercontent.com/sg-11134201-22100-ixy80ojckbjvac.webp","โจ๋แก้ว บ้องแก้วขนาด 14.5และ18.5mm ใช้กันทั่วไป ตามมาตรฐาน","9.00","ขายได้ 1.2พัน ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 5.5%"
"https://affiliate.shopee.co.th/offer/product_offer/20859153181?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","","","https://down-tx-th.img.susercontent.com/sg-11134201-22100-r33jeozq5bjv62.webp","บ้องพกพา Toppuff ครบชุด อุปกรณ์สายเขียวพกพา กัญเอง","75.00","ขายได้ 701 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
"https://affiliate.shopee.co.th/offer/product_offer/19184890701?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","52%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7r98v-lmhalvfu63uvfc.webp","บ้องแก้ว44CM บ้อง แก้วสวยๆ ขนาดใหญ่ บ้องช้างอันเป็นเอกลักษณ์ ใช้งานได้ทันทีไม่ต้องซื้ออุปกรณ์เสริม unique elephant bong","299.00","ขายได้ 555 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 5.5%"
"https://affiliate.shopee.co.th/offer/product_offer/25462786229?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","68%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7r98y-lrh3syk1u3zx65.webp","บ้อง (พร้อมส่ง) บ้องแก้วหนา 25CM40CM50CM ขนาดใหญ่ คัพสายเขียว หลอดวิทยาศาสตร์ โจ๋ข้อต่อน่าสะสม14MM bong","297.00","ขายได้ 432 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
"https://affiliate.shopee.co.th/offer/product_offer/23855760663?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","66%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7r98v-m0344xc740561a.webp","ถูกที่สุด！บ้องแก้ว45CM พร้องใช้งาน หนา7มิล ขนาดใหญ่ คัพสายเขียว หลอดวิทยาศาสตร์ โจ๋ข้อต่อน่าสะสม14MM","169.00","ขายได้ 400 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
"https://affiliate.shopee.co.th/offer/product_offer/23535098262?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","57%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7r990-ln81b2odx4sz0e.webp","🚀พร้อมส่ง🚀บ้องแก้ว โจ๋ โจ๋แก้ว ตุ้ม คัพ","14.00","ขายได้ 338 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
"https://affiliate.shopee.co.th/offer/product_offer/25714654218?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","55%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7r98v-ls136cw622t9d0.webp","(ส่งจากไทย) เคสบ้อง glass bong protector ยางหุ้มบ้อง ซิลิโคนบ้อง กันกระแทกบ้อง แผ่นรองบ้อง bong case 1 ชุด มี 3","68.00","ขายได้ 298 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 5.5%"
"https://affiliate.shopee.co.th/offer/product_offer/17894459280?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","65%","ลด","https://down-tx-th.img.susercontent.com/th-11134207-7qul3-lg15pw082fbjd0.webp","บ้องพกพา Toppuff ครบชุด อุปกรณ์สายเขียวพกพา กัญเอง","69.00","ขายได้ 293 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 5.5%"
"https://affiliate.shopee.co.th/offer/product_offer/17299901766?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","66%","ลด","https://down-tx-th.img.susercontent.com/sg-11134201-7rccu-lqw2pto2pq3vb9.webp","บ้อง25CM   25เชน/cm ขวดแก้วสมุนไพร แกะสลักลายใบไม้บินอย่างดี สายเขียว บ้อง กัญ ชา โจ๋","168.00","ขายได้ 292 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
"https://affiliate.shopee.co.th/offer/product_offer/18247700968?trace=%7B%22trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B389286%5D%2C%22root_trace_id%22%3A%220.AmsNWvsyaF.200%22%2C%22root_list_type%22%3A200%7D","","","https://down-tx-th.img.susercontent.com/sg-11134201-22100-mo34f25goxiv7a.webp","บ้องแก้ว บ้อง 8*14 ตัวกรอง กรองบ้องแก้ว 45°/90° อุปกรณ์สายเขียวพกพา กรองเสริมกัญ","99.00","ขายได้ 283 ชิ้นต่อเดือน","อัตราค่าคอมมิชชัน 8.5%"
